Date,FADU (440110.KQ),SK hynix (000660.KS),Samsung Elec (005930.KS)
2025-02-20,85.71428571428571,141.71122994652404,79.67257844474761
2025-02-21,85.17241379310346,140.04010695187165,79.39972714870396
2025-02-24,80.6896551724138,137.03208556149733,78.1718963165075
2025-02-25,80.78817733990148,134.024064171123,78.03547066848567
2025-02-26,78.32512315270937,135.6951871657754,77.21691678035471
2025-02-27,76.45320197044335,133.15508021390374,76.80763983628923
2025-02-28,72.75862068965517,127.1390374331551,74.35197817189632
2025-03-04,70.5911330049261,124.39839572192513,74.35197817189632
2025-03-05,71.87192118226601,129.07754010695186,73.66984993178718
2025-03-06,72.3152709359606,128.6096256684492,74.07912687585267
2025-03-07,72.95566502463055,128.6096256684492,73.2605729877217
2025-03-10,66.99507389162561,125.60160427807487,73.2605729877217
2025-03-11,67.04433497536945,125.53475935828877,73.12414733969986
2025-03-12,68.42364532019704,132.95454545454547,74.89768076398363
2025-03-13,68.07881773399015,133.48930481283423,74.62482946793997
2025-03-14,68.66995073891626,136.69786096256684,74.62482946793997
2025-03-17,69.06403940886699,137.70053475935828,78.581173260573
2025-03-18,67.48768472906403,135.6951871657754,78.581173260573
2025-03-19,68.57142857142857,137.36631016042782,79.80900409276944
2025-03-20,68.07881773399015,140.37433155080214,82.12824010914052
2025-03-21,68.3743842364532,144.05080213903742,84.17462482946793
2025-03-24,65.8128078817734,141.37700534759358,82.537517053206
2025-03-25,64.72906403940887,139.0374331550802,81.58253751705321
2025-03-26,63.891625615763544,143.04812834224597,83.76534788540245
2025-03-27,62.95566502463055,138.36898395721926,84.31105047748977
2025-03-28,60.3448275862069,133.22192513368984,82.12824010914052
2025-03-31,56.995073891625616,127.47326203208556,78.85402455661664
2025-04-01,57.04433497536946,131.68449197860963,80.21828103683492
2025-04-02,54.679802955665025,132.2860962566845,80.21828103683492
2025-04-03,50.98522167487685,130.0802139037433,78.581173260573
2025-04-04,51.92118226600986,121.79144385026738,76.53478854024557
2025-04-07,46.84729064039409,110.16042780748663,72.57844474761255
2025-04-08,45.566502463054185,113.30213903743316,72.98772169167803
2025-04-09,43.399014778325125,110.29411764705883,72.3055934515689
2025-04-10,46.995073891625616,122.45989304812835,76.94406548431105
2025-04-11,47.4384236453202,120.85561497326202,75.30695770804911
2025-04-14,50.64039408866995,120.45454545454545,76.67121418826738
2025-04-15,49.802955665024626,120.72192513368985,77.21691678035471
2025-04-16,49.45812807881773,116.31016042780749,74.62482946793997
2025-04-17,49.75369458128079,116.97860962566844,75.17053206002728
2025-04-18,50.0,116.97860962566844,75.44338335607094
2025-04-21,51.42857142857142,118.04812834224599,75.57980900409277
2025-04-22,50.59113300492611,116.1764705882353,75.03410641200546
2025-04-23,52.95566502463054,120.98930481283423,75.98908594815825
2025-04-24,54.187192118226605,119.18449197860963,75.98908594815825
2025-04-25,54.23645320197045,123.2620320855615,75.98908594815825
2025-04-28,53.89162561576355,121.65775401069519,76.12551159618009
2025-04-29,52.95566502463054,120.85561497326202,76.12551159618009
2025-04-30,52.26600985221674,118.64973262032086,75.7162346521146
2025-05-02,53.103448275862064,124.33155080213905,74.07912687585267
2025-05-07,52.56157635467981,127.54010695187165,74.48840381991815
2025-05-08,53.44827586206896,127.20588235294117,74.48840381991815
2025-05-09,50.49261083743842,127.07219251336899,74.7612551159618
2025-05-12,53.645320197044335,130.3475935828877,78.581173260573
2025-05-13,58.669950738916256,132.68716577540107,77.62619372442019
2025-05-14,57.88177339901478,137.70053475935828,78.30832196452933
2025-05-15,56.50246305418719,134.024064171123,78.1718963165075
2025-05-16,56.354679802955665,136.69786096256684,77.48976807639836
2025-05-19,54.187192118226605,133.28877005347596,76.12551159618009
2025-05-20,53.30049261083744,135.02673796791444,76.2619372442019
2025-05-21,52.66009852216749,134.024064171123,75.98908594815825
2025-05-22,51.6256157635468,131.61764705882354,74.62482946793997
2025-05-23,50.98522167487685,133.6898395721925,73.94270122783084
2025-05-26,51.2807881773399,135.6951871657754,74.62482946793997
2025-05-27,52.364532019704434,135.3609625668449,73.53342428376534
2025-05-28,50.935960591133004,139.0374331550802,76.2619372442019
2025-05-29,51.67487684729064,141.71122994652404,76.53478854024557
2025-05-30,50.837438423645324,136.69786096256684,76.67121418826738
2025-06-02,49.75369458128079,138.70320855614972,77.48976807639836
2025-06-04,51.6256157635468,145.38770053475935,78.85402455661664
2025-06-05,52.95566502463054,150.0668449197861,80.6275579809004
2025-06-09,52.758620689655174,153.07486631016042,81.58253751705321
2025-06-10,52.51231527093596,154.07754010695186,80.76398362892225
2025-06-11,54.97536945812808,160.42780748663102,81.71896316507502
2025-06-12,54.187192118226605,157.4197860962567,81.17326057298773
2025-06-13,52.56157635467981,157.4197860962567,79.53615279672579
2025-06-16,51.92118226600986,165.77540106951872,78.03547066848567
2025-06-17,52.364532019704434,166.4438502673797,79.26330150068213
2025-06-18,53.497536945812804,164.77272727272728,81.58253751705321
2025-06-19,57.29064039408867,164.4385026737968,80.76398362892225
2025-06-20,56.748768472906406,171.7914438502674,81.17326057298773
2025-06-23,54.187192118226605,173.4625668449198,79.1268758526603
2025-06-24,55.61576354679802,186.16310160427807,82.537517053206
2025-06-25,59.11330049261084,191.1764705882353,83.62892223738064
2025-06-26,61.42857142857143,195.85561497326202,82.12824010914052
2025-06-27,62.266009852216754,189.83957219251337,82.94679399727148
2025-06-30,66.65024630541872,195.18716577540107,81.58253751705321
2025-07-01,67.33990147783251,190.8422459893048,82.12824010914052
2025-07-02,67.83251231527093,186.49732620320856,82.94679399727148
2025-07-03,68.12807881773399,186.16310160427807,87.03956343792633
2025-07-04,67.58620689655173,180.81550802139037,86.3574351978172
2025-07-07,66.94581280788178,181.14973262032086,84.17462482946793
2025-07-08,65.91133004926108,188.50267379679144,83.76534788540245
2025-07-09,62.80788177339901,187.8342245989305,82.40109140518418
2025-07-10,62.06896551724138,198.52941176470588,83.21964529331515
2025-07-11,62.06896551724138,196.85828877005346,85.40245566166439
2025-07-14,59.11330049261084,200.53475935828877,85.26603001364256
2025-07-15,59.55665024630542,199.53208556149733,86.9031377899045
2025-07-16,59.40886699507389,197.8609625668449,88.26739427012278
2025-07-17,60.09852216748769,180.14705882352942,90.99590723055935
2025-07-18,60.0,179.81283422459893,91.54160982264665
2025-07-21,60.591133004926114,182.1524064171123,92.49658935879945
2025-07-22,60.689655172413794,179.47860962566844,90.04092769440655
2025-07-23,60.88669950738917,179.81283422459893,90.58663028649386
2025-07-24,62.118226600985224,180.14705882352942,90.04092769440655
2025-07-25,60.0,177.80748663101605,89.90450204638472
2025-07-28,59.35960591133005,175.13368983957218,96.043656207367
2025-07-29,59.01477832512315,175.46791443850267,96.31650750341065
2025-07-30,58.76847290640394,176.13636363636365,99.0450204638472
2025-07-31,59.45812807881773,182.82085561497325,97.40791268758527
2025-08-01,56.945812807881765,172.45989304812835,93.99727148703957
2025-08-04,58.47290640394088,172.45989304812835,95.08867667121419
2025-08-05,58.620689655172406,176.13636363636365,95.36152796725784
2025-08-06,58.620689655172406,172.79411764705884,93.86084583901774
2025-08-07,59.26108374384237,175.13368983957218,96.1800818553888
2025-08-08,57.78325123152709,171.4572192513369,97.95361527967258
2025-08-11,56.40394088669951,178.475935828877,96.86221009549796
2025-08-12,55.320197044334975,179.81283422459893,96.99863574351978
2025-08-13,60.295566502463046,185.8288770053476,98.09004092769442
2025-08-14,60.295566502463046,184.82620320855614,97.68076398362892
2025-08-18,61.42857142857143,178.8101604278075,95.49795361527967
2025-08-19,58.76847290640394,175.80213903743316,95.49795361527967
2025-08-20,56.256157635467986,170.78877005347596,96.1800818553888
2025-08-21,55.812807881773395,163.77005347593584,96.31650750341065
2025-08-22,57.29064039408867,167.7807486631016,97.40791268758527
2025-08-25,60.54187192118226,173.4625668449198,97.5443383356071
2025-08-26,63.891625615763544,174.79946524064172,95.90723055934515
2025-08-27,68.27586206896552,173.79679144385028,96.31650750341065
2025-08-28,68.96551724137932,179.47860962566844,94.95225102319236
2025-08-29,69.80295566502464,179.81283422459893,95.08867667121419
2025-09-01,68.32512315270935,171.12299465240642,92.2237380627558
2025-09-02,68.42364532019704,174.13101604278074,94.27012278308322
2025-09-03,75.91133004926108,175.46791443850267,95.22510231923602
2025-09-04,75.51724137931033,177.47326203208556,95.63437926330151
2025-09-05,80.29556650246306,182.82085561497325,94.81582537517053
2025-09-08,83.5960591133005,185.16042780748663,95.63437926330151
2025-09-09,83.20197044334975,192.5133689839572,97.5443383356071
2025-09-10,82.70935960591133,203.20855614973263,99.0450204638472
2025-09-11,83.99014778325123,205.2139037433155,100.13642564802183
2025-09-12,84.43349753694581,219.5855614973262,102.8649386084584
2025-09-15,88.66995073891626,221.2566844919786,104.3656207366985
2025-09-16,91.72413793103448,232.62032085561498,108.32196452933151
2025-09-17,94.48275862068965,222.92780748663102,106.68485675306958
2025-09-18,104.92610837438423,237.6336898395722,109.54979536152796
2025-09-22,119.21182266009853,234.62566844919786,113.91541609822646
2025-09-23,122.9064039408867,241.3101604278075,115.5525238744884
2025-09-24,121.92118226600985,238.97058823529412,116.5075034106412
2025-09-25,108.86699507389162,238.30213903743314,117.462482946794
2025-09-26,107.88177339901478,224.9331550802139,113.6425648021828
2025-09-29,104.1871921182266,233.28877005347596,114.87039563437926
2025-09-30,108.86699507389162,232.2860962566845,114.4611186903138
2025-10-01,105.41871921182266,240.6417112299465,117.32605729877217
2025-10-02,112.31527093596058,264.3716577540107,122.44201909959071
2025-10-10,110.5911330049261,286.09625668449195,128.78581173260574
2025-10-13,116.99507389162562,277.40641711229944,127.28512960436562
2025-10-14,110.5911330049261,275.0668449197861,124.96589358799454
2025-10-15,111.82266009852218,282.4197860962567,129.6043656207367
2025-10-16,113.05418719211822,302.4732620320856,133.28785811732607
2025-10-17,109.60591133004927,311.1631016042781,133.5607094133697
2025-10-20,106.65024630541873,324.5320855614973,133.83356070941338
2025-10-21,108.12807881773398,320.18716577540107,133.0150068212824
2025-10-22,110.34482758620689,321.8582887700535,134.5156889495225
2025-10-23,105.91133004926108,319.8529411764706,131.65075034106414
2025-10-24,114.5320197044335,340.90909090909093,134.78854024556617
2025-10-27,117.48768472906403,357.620320855615,139.15416098226467
2025-10-28,118.22660098522168,348.2620320855615,135.74351978171896
2025-10-29,118.22660098522168,372.9946524064171,137.10777626193723
2025-10-30,120.93596059113301,379.67914438502675,142.01909959072304
2025-10-31,125.1231527093596,373.6631016042781,146.65757162346523
2025-11-03,127.58620689655173,414.4385026737968,151.56889495225104
2025-11-04,128.07881773399015,391.71122994652404,143.1105047748977
2025-11-05,130.29556650246306,387.0320855614973,137.2442019099591
2025-11-06,123.15270935960592,396.3903743315508,135.33424283765348
2025-11-07,118.22660098522168,387.7005347593583,133.5607094133697
2025-11-10,129.064039408867,405.0802139037433,137.2442019099591
2025-11-11,128.07881773399015,413.7700534759358,141.20054570259208
2025-11-12,131.7733990147783,412.43315508021385,140.65484311050477
2025-11-13,124.63054187192117,409.09090909090907,140.2455661664393
2025-11-14,118.47290640394088,374.331550802139,132.60572987721693
2025-11-17,120.19704433497537,405.0802139037433,137.2442019099591
2025-11-18,121.67487684729063,381.01604278074865,133.4242837653479
2025-11-19,111.82266009852218,375.668449197861,131.65075034106414
2025-11-20,118.22660098522168,381.6844919786096,137.2442019099591
2025-11-21,109.85221674876848,348.2620320855615,129.33151432469305
2025-11-24,109.11330049261083,347.59358288770056,131.92360163710777
2025-11-25,111.08374384236453,346.9251336898396,135.4706684856753
2025-11-26,122.41379310344827,350.26737967914437,140.2455661664393
2025-11-27,141.13300492610838,363.6363636363636,141.20054570259208
2025-11-28,136.20689655172413,354.2780748663102,137.10777626193723
2025-12-01,133.4975369458128,359.62566844919786,137.51705320600274
2025-12-02,128.57142857142858,372.9946524064171,141.06412005457025
2025-12-03,129.55665024630542,368.98395721925135,142.56480218281035
2025-12-04,126.10837438423646,362.2994652406417,143.38335607094135
2025-12-05,125.61576354679802,363.6363636363636,147.88540245566168
2025-12-08,122.66009852216749,385.6951871657754,149.38608458390178
2025-12-09,121.18226600985223,378.3422459893048,147.88540245566168
2025-12-10,119.45812807881772,392.379679144385,147.33969986357437
2025-12-11,118.22660098522168,377.67379679144386,146.38472032742155
2025-12-12,112.5615763546798,381.6844919786096,148.5675306957708
2025-12-15,114.77832512315271,370.32085561497325,142.97407912687586
2025-12-16,110.83743842364532,354.2780748663102,140.2455661664393
2025-12-17,108.37438423645321,368.3155080213904,147.20327421555254
2025-12-18,104.67980295566504,368.98395721925135,146.79399727148703
2025-12-19,104.67980295566504,365.6417112299465,145.02046384720327
2025-12-22,104.67980295566504,387.7005347593583,150.75034106412005
2025-12-23,104.67980295566504,390.37433155080214,152.11459754433832
2025-12-24,104.67980295566504,393.048128342246,151.56889495225104
2025-12-26,104.67980295566504,400.40106951871655,159.61800818553888
2025-12-29,104.67980295566504,427.80748663101605,163.0286493860846
2025-12-30,104.67980295566504,435.1604278074866,163.5743519781719
2026-01-02,104.67980295566504,452.5401069518717,175.3069577080491
2026-01-05,104.67980295566504,465.24064171122996,188.40381991814462
2026-01-06,104.67980295566504,485.2941176470588,189.49522510231924
2026-01-07,104.67980295566504,495.98930481283423,192.3601637107776
2026-01-08,104.67980295566504,505.3475935828877,189.3587994542974
2026-01-09,104.67980295566504,497.3262032085562,189.63165075034107
2026-01-12,104.67980295566504,500.668449197861,189.3587994542974
2026-01-13,104.67980295566504,493.31550802139043,187.72169167803548
2026-01-14,104.67980295566504,495.98930481283423,191.40518417462482
2026-01-15,104.67980295566504,500.668449197861,196.31650750341063
2026-01-16,104.67980295566504,505.3475935828877,203.13778990450206
2026-01-19,104.67980295566504,510.69518716577545,203.68349249658934
2026-01-20,104.67980295566504,496.6577540106952,198.0900409276944
2026-01-21,104.67980295566504,494.6524064171123,203.95634379263302
2026-01-22,104.67980295566504,504.67914438502675,207.77626193724421
2026-01-23,104.67980295566504,512.7005347593583,207.50341064120056
2026-01-26,104.67980295566504,491.97860962566847,207.50341064120056
2026-01-27,104.67980295566504,534.75935828877,217.59890859481584
2026-01-28,104.67980295566504,562.1657754010696,221.55525238744883
2026-01-29,104.67980295566504,575.5347593582887,219.23601637107777
2026-01-30,104.67980295566504,607.620320855615,218.9631650750341
2026-02-02,104.67980295566504,554.8128342245989,205.18417462482947
2026-02-03,135.96059113300493,606.283422459893,228.51296043656205
2026-02-04,176.60098522167488,601.6042780748662,230.69577080491132
2026-02-05,220.19704433497535,562.8342245989304,217.32605729877216
2026-02-06,222.41379310344826,560.8288770053476,216.37107776261936
2026-02-09,241.87192118226602,592.9144385026738,227.01227830832198
2026-02-10,238.91625615763544,585.5614973262032,226.193724420191
2026-02-11,243.10344827586206,574.8663101604278,228.9222373806276
2026-02-12,270.935960591133,593.5828877005347,243.656207366985
2026-02-13,257.14285714285717,588.2352941176471,247.2032742155525
2026-02-19,254.1871921182266,597.5935828877004,259.2087312414734
2026-02-20,252.70935960591135,619.6524064171123,258.1173260572988
