Date,KOSDAQ150_PROXY_229200.KS,FADU_440110.KQ
2024-02-20,100.0,100.0
2024-02-21,100.14657383657017,99.26108374384236
2024-02-22,100.87944301942102,99.50738916256158
2024-02-23,101.17259069256137,104.43349753694582
2024-02-26,101.72224257969953,106.40394088669952
2024-02-27,99.96335654085746,103.20197044334975
2024-02-28,101.64895566141443,105.91133004926108
2024-02-29,102.49175522169294,102.46305418719213
2024-03-04,104.32392817882008,103.94088669950739
2024-03-05,103.70098937339685,100.0
2024-03-06,104.21399780139244,102.21674876847291
2024-03-07,103.26126786368633,99.26108374384236
2024-03-08,105.49651887138145,99.26108374384236
2024-03-11,105.97288384023452,95.4679802955665
2024-03-12,108.46463906192744,95.1231527093596
2024-03-13,108.09820447050203,97.38916256157636
2024-03-14,108.20813484792964,96.45320197044335
2024-03-15,106.63246610480029,95.51724137931035
2024-03-18,108.61121289849763,96.10837438423646
2024-03-19,108.9410040307805,94.23645320197043
2024-03-20,108.61121289849763,92.85714285714286
2024-03-21,110.73653352876511,83.34975369458128
2024-03-22,110.91975082447783,79.45812807881774
2024-03-25,113.1916452913155,75.02463054187191
2024-03-26,113.74129717845365,82.66009852216749
2024-03-27,112.82521069989006,84.33497536945814
2024-03-28,112.38548919017954,82.16748768472907
2024-03-29,111.17625503847563,78.32512315270937
2024-04-01,111.46940271161598,79.70443349753694
2024-04-02,107.95163063393186,88.76847290640394
2024-04-03,106.04617075851961,93.64532019704434
2024-04-04,106.04617075851961,91.13300492610837
2024-04-05,104.39721509710516,99.01477832512316
2024-04-08,103.66434591425431,93.00492610837439
2024-04-09,103.48112861854159,83.30049261083744
2024-04-11,103.4078417002565,83.2512315270936
2024-04-12,103.22462440454379,86.35467980295567
2024-04-15,102.85818981311836,97.68472906403942
2024-04-16,100.62293880542323,89.95073891625616
2024-04-17,99.78013924514474,102.21674876847291
2024-04-18,102.78490289483327,99.50738916256158
2024-04-19,101.57566874312936,96.00985221674877
2024-04-22,102.71161597654819,96.30541871921181
2024-04-23,102.71161597654819,93.69458128078819
2024-04-24,105.42323195309638,95.56650246305419
2024-04-25,103.66434591425431,93.30049261083744
2024-04-26,104.10406742396484,99.26108374384236
2024-04-29,105.49651887138145,99.01477832512316
2024-04-30,105.49651887138145,94.23645320197043
2024-05-02,105.05679736167095,92.95566502463053
2024-05-03,104.39721509710516,89.16256157635468
2024-05-07,104.72700622938807,88.76847290640394
2024-05-08,104.87358006595822,86.55172413793103
2024-05-09,104.10406742396484,88.62068965517241
2024-05-10,103.33455478197142,86.25615763546797
2024-05-13,101.42909490655919,84.5320197044335
2024-05-14,102.34518138512276,84.63054187192118
2024-05-16,102.8948332722609,86.69950738916256
2024-05-17,98.1311835837303,84.67980295566502
2024-05-20,98.35104433858555,83.2512315270936
2024-05-21,98.4609747160132,82.3152709359606
2024-05-22,98.717478930011,83.74384236453201
2024-05-23,98.42433125687064,85.71428571428571
2024-05-24,97.50824477830707,88.52216748768473
2024-05-27,99.04727006229388,88.52216748768473
2024-05-28,98.93733968486626,88.81773399014779
2024-05-29,97.14181018688164,86.69950738916256
2024-05-30,96.44558446317333,87.73399014778325
2024-05-31,97.3616709417369,86.99507389162562
2024-06-03,98.09454012458775,87.0935960591133
2024-06-04,99.19384389886406,90.39408866995073
2024-06-05,100.65958226456577,95.07389162561576
2024-06-07,103.33455478197142,101.47783251231527
2024-06-10,101.86881641626971,104.43349753694582
2024-06-11,103.22462440454379,104.43349753694582
2024-06-12,103.33455478197142,105.91133004926108
2024-06-13,103.0780505679736,106.89655172413792
2024-06-14,101.282521069989,113.30049261083744
2024-06-17,101.17259069256137,116.25615763546797
2024-06-18,101.24587761084646,116.00985221674878
2024-06-19,101.39245144741665,115.51724137931035
2024-06-20,100.87944301942102,113.05418719211822
2024-06-21,100.69622572370831,109.35960591133005
2024-06-24,99.30377427629168,107.38916256157636
2024-06-25,99.78013924514474,104.43349753694582
2024-06-26,99.34041773543423,107.38916256157636
2024-06-27,99.37706119457677,103.69458128078817
2024-06-28,99.59692194943203,102.46305418719213
2024-07-01,101.17259069256137,100.24630541871922
2024-07-02,98.6441920117259,99.26108374384236
2024-07-03,101.0993037742763,102.46305418719213
2024-07-04,101.97874679369731,103.44827586206897
2024-07-05,103.88420666910956,99.26108374384236
2024-07-08,105.2766581165262,102.95566502463053
2024-07-09,105.24001465738367,100.98522167487684
2024-07-10,104.72700622938807,99.50738916256158
2024-07-11,103.84756320996702,96.69950738916256
2024-07-12,103.62770245511177,93.10344827586206
2024-07-15,103.81091975082448,91.47783251231527
2024-07-16,101.97874679369731,93.49753694581281
2024-07-17,100.32979113228289,90.64039408866995
2024-07-18,99.85342616342983,89.4088669950739
2024-07-19,100.62293880542323,88.22660098522167
2024-07-22,98.1311835837303,91.13300492610837
2024-07-23,98.49761817515574,90.0
2024-07-24,98.82740930743861,91.37931034482759
2024-07-25,96.73873213631367,87.4384236453202
2024-07-26,96.55551484060095,85.4679802955665
2024-07-29,98.05789666544523,84.72906403940887
2024-07-30,98.2044705020154,84.72906403940887
2024-07-31,98.02125320630267,86.50246305418719
2024-08-01,99.37706119457677,86.50246305418719
2024-08-02,94.83327226090142,81.9704433497537
2024-08-05,84.82960791498716,69.11330049261085
2024-08-06,90.216196408941,74.92610837438424
2024-08-07,92.3415170392085,69.45812807881774
2024-08-08,91.42543056064493,65.27093596059113
2024-08-09,93.84389886405276,68.12807881773399
2024-08-12,94.39355075119092,70.64039408866995
2024-08-13,93.91718578233785,68.91625615763547
2024-08-14,95.05313301575669,70.93596059113301
2024-08-16,97.1051667277391,69.75369458128078
2024-08-19,95.38292414803958,68.3743842364532
2024-08-20,96.40894100403078,70.6896551724138
2024-08-21,95.01648955661415,70.49261083743842
2024-08-22,94.50348112861853,68.32512315270935
2024-08-23,95.08977647489924,66.60098522167488
2024-08-26,94.17368999633565,64.8768472906404
2024-08-28,93.55075119091242,67.73399014778325
2024-08-29,92.89116892634665,67.58620689655173
2024-08-30,94.57676804690362,69.55665024630542
2024-09-02,95.08977647489924,69.80295566502464
2024-09-03,93.40417735434225,68.42364532019704
2024-09-04,89.55661414437522,66.00985221674877
2024-09-05,89.08024917552217,64.23645320197045
2024-09-06,86.25870282154635,59.75369458128079
2024-09-09,87.46793697325027,64.1871921182266
2024-09-10,85.92891168926346,69.80295566502464
2024-09-11,86.44192011725907,74.48275862068967
2024-09-12,89.30010993037743,83.34975369458128
2024-09-13,89.84976181751557,81.13300492610837
2024-09-19,90.87577867350677,80.04926108374384
2024-09-20,92.3415170392085,78.66995073891626
2024-09-23,93.73396848662514,75.36945812807882
2024-09-24,95.52949798460975,77.4384236453202
2024-09-25,93.80725540491022,75.56650246305419
2024-09-26,96.55551484060095,76.84729064039408
2024-09-27,95.52949798460975,76.4039408866995
2024-09-30,94.28362037376328,73.64532019704434
2024-10-02,94.75998534261633,77.4384236453202
2024-10-04,96.07914987174789,80.09852216748769
2024-10-07,97.3616709417369,78.32512315270937
2024-10-08,97.21509710516672,76.35467980295566
2024-10-10,96.8486625137413,84.28571428571429
2024-10-11,95.71271528032246,82.46305418719211
2024-10-14,95.27299377061195,84.23645320197043
2024-10-15,96.11579333089043,95.02463054187193
2024-10-16,94.61341150604618,98.07881773399015
2024-10-17,94.54012458776108,97.29064039408867
2024-10-18,92.78123854891902,96.1576354679803
2024-10-21,94.32026383290582,95.32019704433498
2024-10-22,91.13228288750457,92.46305418719211
2024-10-23,92.52473433492122,98.76847290640394
2024-10-24,91.20556980578966,103.94088669950739
2024-10-25,90.2894833272261,110.83743842364532
2024-10-28,92.70795163063393,105.17241379310344
2024-10-29,93.44082081348479,111.33004926108374
2024-10-31,93.14767314034444,106.40394088669952
2024-11-01,90.8024917552217,95.96059113300493
2024-11-04,95.5661414437523,101.9704433497537
2024-11-06,93.22096005862953,94.08866995073892
2024-11-07,91.46207401978747,94.63054187192118
2024-11-08,93.11102968120191,92.95566502463053
2024-11-11,91.64529131550019,91.67487684729065
2024-11-12,90.216196408941,87.04433497536945
2024-11-13,87.21143275925247,87.4384236453202
2024-11-14,86.11212898497618,85.91133004926108
2024-11-15,87.21143275925247,91.13300492610837
2024-11-18,87.79772810553315,86.50246305418719
2024-11-19,86.03884206669109,86.10837438423646
2024-11-20,85.34261634298278,85.17241379310346
2024-11-21,85.48919017955295,81.82266009852216
2024-11-22,83.54708684499816,76.5024630541872
2024-11-25,87.24807621839503,80.14778325123153
2024-11-26,85.52583363869549,82.16748768472907
2024-11-27,85.23268596555515,82.70935960591133
2024-11-28,85.48919017955295,80.5911330049261
2024-11-29,83.14400879443019,81.03448275862068
2024-12-02,83.400513008428,81.92118226600985
2024-12-03,85.34261634298278,82.01970443349754
2024-12-04,83.95016489556613,79.16256157635469
2024-12-05,83.43715646757055,80.64039408866995
2024-12-06,83.0707218761451,77.0935960591133
2024-12-09,78.93001099303774,70.44334975369459
2024-12-10,82.63100036643459,70.6896551724138
2024-12-11,83.14400879443019,71.87192118226601
2024-12-12,84.86625137412972,73.05418719211822
2024-12-13,85.01282521069989,74.63054187192118
2024-12-16,85.12275558812752,75.17241379310344
2024-12-17,84.20666910956395,77.98029556650246
2024-12-18,84.64639061927446,76.7487684729064
2024-12-19,82.41113961157933,74.8768472906404
2024-12-20,80.432392817882,72.46305418719213
2024-12-23,81.75155734701356,69.26108374384236
2024-12-24,82.26456577500916,73.44827586206897
2024-12-26,81.93477464272627,72.21674876847291
2024-12-27,81.0186881641627,71.5270935960591
2024-12-30,82.63100036643459,73.89162561576354
2025-01-02,82.96079149871748,73.05418719211822
2025-01-03,86.14877244411872,77.83251231527095
2025-01-06,87.46793697325027,78.42364532019704
2025-01-07,87.68779772810554,76.20689655172413
2025-01-08,87.94430194210334,75.71428571428571
2025-01-09,88.12751923781606,74.5320197044335
2025-01-10,87.46793697325027,73.94088669950739
2025-01-13,85.85562477097838,72.21674876847291
2025-01-14,87.43129351410774,73.4975369458128
2025-01-15,86.51520703554415,73.00492610837438
2025-01-16,88.31073653352877,73.10344827586206
2025-01-17,88.42066691095638,72.75862068965517
2025-01-20,89.08024917552217,73.5960591133005
2025-01-21,89.00696225723709,72.9064039408867
2025-01-22,89.88640527665812,74.18719211822659
2025-01-23,89.37339684866251,72.66009852216749
2025-01-24,90.216196408941,72.9064039408867
2025-01-31,90.25283986808354,69.85221674876847
2025-02-03,86.5518504946867,69.06403940886699
2025-02-04,88.86038842066691,68.91625615763547
2025-02-05,90.43605716379626,69.50738916256157
2025-02-06,91.71857823378527,70.6896551724138
2025-02-07,92.0850128252107,73.64532019704434
2025-02-10,92.67130817149139,71.5270935960591
2025-02-11,92.41480395749359,72.70935960591133
2025-02-12,92.0850128252107,69.11330049261085
2025-02-13,92.2682301209234,68.96551724137932
2025-02-14,93.80725540491022,75.61576354679804
2025-02-17,95.2363503114694,77.4384236453202
2025-02-18,95.67607182117992,79.06403940886699
2025-02-19,96.29901062660315,87.33990147783251
2025-02-20,95.01648955661415,85.71428571428571
2025-02-21,96.07914987174789,85.17241379310346
2025-02-24,96.44558446317333,80.6896551724138
2025-02-25,95.85928911689263,80.78817733990148
2025-02-26,95.93257603517772,78.32512315270937
2025-02-27,96.62880175888604,76.45320197044335
2025-02-28,92.5980212532063,72.75862068965517
2025-03-04,92.15829974349579,70.5911330049261
2025-03-05,92.81788200806156,71.87192118226601
2025-03-06,90.76584829607916,72.3152709359606
2025-03-07,89.77647489923048,72.95566502463055
2025-03-10,89.30010993037743,66.99507389162561
2025-03-11,88.75045804323928,67.04433497536945
2025-03-12,89.26346647123489,68.42364532019704
2025-03-13,88.31073653352877,68.07881773399015
2025-03-14,89.73983144008795,68.66995073891626
2025-03-17,91.93843898864053,69.06403940886699
2025-03-18,92.30487358006596,67.48768472906403
2025-03-19,91.0589959692195,68.57142857142857
2025-03-20,88.75045804323928,68.07881773399015
2025-03-21,87.28471967753755,68.3743842364532
2025-03-24,87.94430194210334,65.8128078817734
2025-03-25,86.69842433125687,64.72906403940887
2025-03-26,87.35800659582264,63.891625615763544
2025-03-27,86.03884206669109,62.95566502463055
2025-03-28,84.31659948699158,60.3448275862069
2025-03-31,81.93477464272627,56.995073891625616
2025-04-01,84.20666910956395,57.04433497536946
2025-04-02,82.99743495786002,54.679802955665025
2025-04-03,82.99743495786002,50.98522167487685
2025-04-04,83.62037376328325,51.92118226600986
2025-04-07,78.67350677903994,46.84729064039409
2025-04-08,79.88274093074386,45.566502463054185
2025-04-09,77.75742030047637,43.399014778325125
2025-04-10,82.77757420300476,46.995073891625616
2025-04-11,84.13338219127886,47.4384236453202
2025-04-14,85.92891168926346,50.64039408866995
2025-04-15,85.81898131183584,49.802955665024626
2025-04-16,83.43715646757055,49.45812807881773
2025-04-17,85.56247709783804,49.75369458128079
2025-04-18,86.33198973983144,50.0
2025-04-21,85.67240747526567,51.42857142857142
2025-04-22,85.74569439355075,50.59113300492611
2025-04-23,87.50458043239281,52.95566502463054
2025-04-24,87.28471967753755,54.187192118226605
2025-04-25,87.28471967753755,54.23645320197045
2025-04-28,86.03884206669109,53.89162561576355
2025-04-29,86.47856357640161,52.95566502463054
2025-04-30,85.34261634298278,52.26600985221674
2025-05-02,86.44192011725907,53.103448275862064
2025-05-07,85.74569439355075,52.56157635467981
2025-05-08,86.58849395382924,53.44827586206896
2025-05-09,85.41590326126787,50.49261083743842
2025-05-12,85.52583363869549,53.645320197044335
2025-05-13,86.36863319897398,58.669950738916256
2025-05-14,86.95492854525467,57.88177339901478
2025-05-15,86.25870282154635,56.50246305418719
2025-05-16,85.19604250641261,56.354679802955665
2025-05-19,83.9135214364236,54.187192118226605
2025-05-20,83.58373030414072,53.30049261083744
2025-05-21,84.60974716013192,52.66009852216749
2025-05-22,84.46317332356175,51.6256157635468
2025-05-23,84.20666910956395,50.98522167487685
2025-05-26,85.45254672041041,51.2807881773399
2025-05-27,86.11212898497618,52.364532019704434
2025-05-28,86.40527665811652,50.935960591133004
2025-05-29,87.28471967753755,51.67487684729064
2025-05-30,87.24807621839503,50.837438423645324
2025-06-02,88.0908757786735,49.75369458128079
2025-06-04,88.71381458409674,51.6256157635468
2025-06-05,89.1901795529498,52.95566502463054
2025-06-09,90.32612678636863,52.758620689655174
2025-06-10,91.75522169292782,52.51231527093596
2025-06-11,94.06375961890802,54.97536945812808
2025-06-12,94.2103334554782,54.187192118226605
2025-06-13,91.38878710150237,52.56157635467981
2025-06-16,92.0850128252107,51.92118226600986
2025-06-17,91.64529131550019,52.364532019704434
2025-06-18,91.86515207035544,53.497536945812804
2025-06-19,92.37816049835105,57.29064039408867
2025-06-20,93.77061194576768,56.748768472906406
2025-06-23,92.63466471234885,54.187192118226605
2025-06-24,94.68669842433127,55.61576354679802
2025-06-25,94.43019421033345,59.11330049261084
2025-06-26,93.29424697691462,61.42857142857143
2025-06-27,92.70795163063393,62.266009852216754
2025-06-30,92.70795163063393,66.65024630541872
2025-07-01,92.30487358006596,67.33990147783251
2025-07-02,92.92781238548919,67.83251231527093
2025-07-03,94.57676804690362,68.12807881773399
2025-07-04,91.79186515207036,67.58620689655173
2025-07-07,92.67130817149139,66.94581280788178
2025-07-08,93.18431659948699,65.91133004926108
2025-07-09,93.69732502748259,62.80788177339901
2025-07-10,95.16306339318432,62.06896551724138
2025-07-11,95.38292414803958,62.06896551724138
2025-07-14,95.45621106632466,59.11330049261084
2025-07-15,97.72810553316233,59.55665024630542
2025-07-16,97.94796628801758,59.40886699507389
2025-07-17,99.56027849028949,60.09852216748769
2025-07-18,100.43972150971052,60.0
2025-07-21,100.18321729571271,60.591133004926114
2025-07-22,98.9006962257237,60.689655172413794
2025-07-23,99.34041773543423,60.88669950738917
2025-07-24,99.19384389886406,62.118226600985224
2025-07-25,98.49761817515574,60.0
2025-07-28,98.68083547086846,59.35960591133005
2025-07-29,98.27775742030047,59.01477832512315
2025-07-30,98.09454012458775,58.76847290640394
2025-07-31,98.53426163429828,59.45812807881773
2025-08-01,93.77061194576768,56.945812807881765
2025-08-04,95.30963722975449,58.47290640394088
2025-08-05,97.54488823744961,58.620689655172406
2025-08-06,98.16782704287284,58.620689655172406
2025-08-07,98.02125320630267,59.26108374384237
2025-08-08,98.49761817515574,57.78325123152709
2025-08-11,99.1572004397215,56.40394088669951
2025-08-12,98.57090509344081,55.320197044334975
2025-08-13,100.14657383657017,60.295566502463046
2025-08-14,100.47636496885306,60.295566502463046
2025-08-18,97.8746793697325,61.42857142857143
2025-08-19,96.73873213631367,58.76847290640394
2025-08-20,95.93257603517772,56.256157635467986
2025-08-21,95.41956760718212,55.812807881773395
2025-08-22,96.04250641260535,57.29064039408867
2025-08-25,98.02125320630267,60.54187192118226
2025-08-26,98.6441920117259,63.891625615763544
2025-08-27,98.53426163429828,68.27586206896552
2025-08-28,97.72810553316233,68.96551724137932
2025-08-29,97.17845364602418,69.80295566502464
2025-09-01,96.26236716746061,68.32512315270935
2025-09-02,97.25174056430927,68.42364532019704
2025-09-03,97.3616709417369,75.91133004926108
2025-09-04,98.16782704287284,75.51724137931033
2025-09-05,99.2304873580066,80.29556650246306
2025-09-08,100.21986075485525,83.5960591133005
2025-09-09,100.58629534628069,83.20197044334975
2025-09-10,101.53902528398682,82.70935960591133
2025-09-11,101.39245144741665,83.99014778325123
2025-09-12,103.37119824111396,84.43349753694581
2025-09-15,103.88420666910956,88.66995073891626
2025-09-16,103.99413704653719,91.72413793103448
2025-09-17,102.8948332722609,94.48275862068965
2025-09-18,104.10406742396484,104.92610837438423
2025-09-22,107.07218761451081,119.21182266009853
2025-09-23,106.41260534994504,122.9064039408867
2025-09-24,104.50714547453279,121.92118226600985
2025-09-25,103.4078417002565,108.86699507389162
2025-09-26,101.42909490655919,107.88177339901478
2025-09-29,102.82154635397582,104.1871921182266
2025-09-30,102.23525100769513,108.86699507389162
2025-10-01,102.49175522169294,105.41871921182266
2025-10-02,103.4078417002565,112.31527093596058
2025-10-10,103.92085012825211,110.5911330049261
2025-10-13,103.88420666910956,116.99507389162562
2025-10-14,102.16196408941005,110.5911330049261
2025-10-15,103.5910589959692,111.82266009852218
2025-10-16,104.21399780139244,113.05418719211822
2025-10-17,104.80029314767314,109.60591133004927
2025-10-20,107.36533528765115,106.65024630541873
2025-10-21,107.18211799193844,108.12807881773398
2025-10-22,108.2447783070722,110.34482758620689
2025-10-23,107.1454745327959,105.91133004926108
2025-10-24,108.79443019421034,114.5320197044335
2025-10-27,112.82521069989006,117.48768472906403
2025-10-28,113.00842799560277,118.22660098522168
2025-10-29,112.31220227189446,118.22660098522168
2025-10-30,111.5793330890436,120.93596059113301
2025-10-31,112.60534994503482,125.1231527093596
2025-11-03,115.28032246244047,127.58620689655173
2025-11-04,118.06522535727373,128.07881773399015
2025-11-05,114.58409673873213,130.29556650246306
2025-11-06,114.4741663613045,123.15270935960592
2025-11-07,111.28618541590328,118.22660098522168
2025-11-10,112.27555881275192,129.064039408867
2025-11-11,111.50604617075852,128.07881773399015
2025-11-12,115.61011359472334,131.7733990147783
2025-11-13,117.88200806156101,124.63054187192117
2025-11-14,115.09710516672773,118.47290640394088
2025-11-17,115.79333089043607,120.19704433497537
2025-11-18,113.11835837303042,121.67487684729063
2025-11-19,111.5793330890436,111.82266009852218
2025-11-20,114.54745327958959,118.22660098522168
2025-11-21,110.5533162330524,109.85221674876848
2025-11-24,108.7577867350678,109.11330049261083
2025-11-25,108.28142176621473,111.08374384236453
2025-11-26,111.13961157933309,122.41379310344827
2025-11-27,111.39611579333089,141.13300492610838
2025-11-28,116.52620007328692,136.20689655172413
2025-12-01,118.24844265298644,133.4975369458128
2025-12-02,118.35837303041407,128.57142857142858
2025-12-03,118.2117991938439,129.55665024630542
2025-12-04,117.25906925613778,126.10837438423646
2025-12-05,115.35360938072554,125.61576354679802
2025-12-08,116.89263466471236,122.66009852216749
2025-12-09,117.00256504213998,121.18226600985223
2025-12-10,117.66214730670575,119.45812807881772
2025-12-11,116.67277390985709,118.22660098522168
2025-12-12,115.97654818614878,112.5615763546798
2025-12-15,115.86661780872114,114.77832512315271
2025-12-16,112.71528032246243,110.83743842364532
2025-12-17,112.31220227189446,108.37438423645321
2025-12-18,110.29681201905458,104.67980295566504
2025-12-19,111.87248076218394,104.67980295566504
2025-12-22,113.1916452913155,104.67980295566504
2025-12-23,112.49541956760719,104.67980295566504
2025-12-24,111.68926346647123,104.67980295566504
2025-12-26,112.71528032246243,104.67980295566504
2025-12-29,114.18101868816417,104.67980295566504
2025-12-30,113.08171491388788,104.67980295566504
2026-01-02,115.93990472700624,104.67980295566504
2026-01-05,117.22242579699524,104.67980295566504
2026-01-06,117.6987907658483,104.67980295566504
2026-01-07,116.59948699157201,104.67980295566504
2026-01-08,116.48955661414438,104.67980295566504
2026-01-09,116.63613045071455,104.67980295566504
2026-01-12,116.19640894100402,104.67980295566504
2026-01-13,116.30633931843167,104.67980295566504
2026-01-14,115.06046170758519,104.67980295566504
2026-01-15,116.0864785635764,104.67980295566504
2026-01-16,117.03920850128252,104.67980295566504
2026-01-19,118.2117991938439,104.67980295566504
2026-01-20,118.87138145840967,104.67980295566504
2026-01-21,113.15500183217296,104.67980295566504
2026-01-22,116.37962623671673,104.67980295566504
2026-01-23,121.43642359838769,104.67980295566504
2026-01-26,135.10443385855623,104.67980295566504
2026-01-27,138.54891901795528,104.67980295566504
2026-01-28,148.91901795529498,104.67980295566504
2026-01-29,153.2795895932576,104.67980295566504
2026-01-30,150.23818248442652,104.67980295566504
2026-02-02,141.40710883107366,104.67980295566504
2026-02-03,147.63649688530597,135.96059113300493
2026-02-04,146.86698424331257,176.60098522167488
2026-02-05,140.5276658116526,220.19704433497535
2026-02-06,135.80065958226456,222.41379310344826
2026-02-09,143.53242946134114,241.87192118226602
2026-02-10,140.05130084279955,238.91625615763544
2026-02-11,139.86808354708685,243.10344827586206
2026-02-12,141.77354342249907,270.935960591133
2026-02-13,138.91535360938073,257.14285714285717
2026-02-19,149.1022352510077,254.1871921182266
2026-02-20,148.25943569072922,253.69458128078816
